"","FPKM.L_32ko1","FPKM.L_32ko4","FPKM.L_32ko5","FPKM.L_32wt1","FPKM.L_32wt4","FPKM.L_32wt5","FPKM.L_48ko1","FPKM.L_48ko2","FPKM.L_48ko3","FPKM.L_48wt1","FPKM.L_48wt3","FPKM.L_48wt4"
"Actr3b",0.133731,0.451653,0.259979,0.385234,0.26272,0.361875,0.331294,0.099563,0.065356,0.255247,0.231721,0.030147
"Actr5",1.095393,1.54925,1.648067,1.213675,1.17345,1.0403,1.033682,1.259714,1.048494,1.116814,1.518688,1.677712
"Actr6",3.742512,3.314824,3.757727,2.054532,3.319582,2.732221,2.613955,2.526889,2.502841,2.829063,2.78098,2.708897
"Actr8",8.666658,10.552711,11.009027,7.421398,9.813607,9.879241,9.529569,8.28517,8.095307,9.579834,8.794477,9.219577
"Actrt1",0,0,0,0,0,0,0,0,0,0,0,0
"Actrt2",0,0,0,0,0,0,0,0,0,0,0,0
"Actrt3",0.103773,0.030502,0.02834,0.108117,0.100082,0.027802,0.065834,0.113025,0,0.027757,0.063315,0.089146
"Acvr1",6.563494,9.228596,8.873218,5.974323,9.454584,6.454231,6.719814,7.55169,6.657006,7.891653,5.594487,8.528752
"Acvr1b",3.642576,5.266454,6.44639,3.219878,5.01292,4.044922,2.974664,3.010442,2.955925,3.276788,3.903813,3.843504
"Acvr1c",5.356295,4.069061,3.122927,3.941444,3.84335,3.266809,3.420871,3.928464,3.413198,2.393175,2.354045,3.724743
"Acvr2a",12.741,10.764399,10.546538,10.436954,10.824409,11.162477,10.488054,10.470366,9.709018,10.485341,10.76854,11.731309
"Acvr2b",0.685663,0.998043,1.103579,1.116889,0.92351,1.013158,0.716651,0.624237,0.508701,0.835997,0.97911,0.993885
"Acvrl1",1.194396,1.637121,2.086175,1.130552,1.633437,1.600279,1.44233,1.34953,1.296174,1.304297,0.956082,1.351121
"Acy1",37.780884,34.322868,31.833261,29.692099,50.472988,43.514736,33.177254,32.716625,34.731476,26.761385,37.056644,39.798363
"Acy3",22.037468,15.806454,15.749318,20.131163,22.233578,19.744053,16.735191,14.033402,29.169294,25.372889,22.251062,31.772404
"Acyp1",3.96176752475248,3.21264311739745,3.90551480622348,3.2078098330976,4.5042980311174,4.62953820650636,5.14704593493635,3.77184442432815,3.77108571994342,3.92147473833098,4.25174273267327,4.114948854314
"Acyp2",1.371015,2.265671,2.494807,0.896313,0.80651,1.05133,3.214765,1.254896,0.997082,1.306725,1.469678,1.111395
"Ada",2.077016,2.936983,2.937121,1.85406,2.465113,2.127175,1.89753,2.268501,1.791398,2.662864,1.701374,2.655713
"Adad1",0.073065,0,0,0.01819,0.01954,0.018608,0.015057,0,0,0.019947,0.018887,0.017344
"Adal",2.673602,2.026707,2.986339,1.833432,1.475534,1.441888,1.970904,1.829201,1.958945,2.410785,2.684157,2.092589
"Adam10",11.491687,12.307892,12.866897,8.269552,9.753664,9.47672,10.411752,9.560301,9.951007,9.082581,9.253242,9.572842
"Adam11",0.626562,0.918765,1.528953,0.344057,0.706537,0.252891,0.125165,0.070163,0.893397,0.598268,0.641116,1.105736
"Adam15",3.159672,8.907034,8.469743,3.007595,7.674242,2.562899,4.669812,3.288405,4.311076,2.773013,3.414881,4.313557
"Adam17",6.671824,8.008551,8.564694,5.849005,5.97616,6.071726,7.1917,7.289143,7.733083,6.591161,5.702737,6.699555
"Adam19",0.864697,1.168699,1.402116,0.784057,0.753395,0.698225,0.76466,0.631746,0.734586,0.678138,0.529881,0.843566
"Adam1a",0.568087,0.614115,0.43871,0.247897,0.294623,0.562816,0.392063,0.450477,0.644732,0.513568,0.476969,0.271668
"Adam2",0.005955,0,0.026926,0,0,0,0,0,0.046884,0.011448,0,0
"Adam23",8.66882,8.375017,8.499455,5.846479,7.466407,6.804121,8.100976,7.538131,8.348723,9.102722,5.233199,6.926451
"Adam26a",0,0,0,0,0,0,0,0,0,0,0,0
"Adam28",0,0.015459,0.066774,0,0,0,0,0.012482,0.053215,0,0,0.009517
"Adam30",0,0,0,0.009206,0,0,0,0,0,0,0,0
"Adam32",0,0.026691,0.01811,0,0,0.043894,0,0,0.005241,0.016004,0,0.017335
"Adam34",0,0,0,0,0,0,0,0,0,0,0,0
"Adam3a",0,0,0.012117,0,0,0,0,0,0.047033,0,0,0
"Adam4",1.057241,0.616679,0.572804,0.40287,0.848875,0.663057,0.682663,0.388337,0.821491,0.513804,0.521621,0.652637
"Adam4l1",0.645306,0.342959,0.451387,0.309839,0.490245,0.320832,0.301828,0.249117,0.460856,0.449328,0.394408,0.432959
"Adam5",0,0,0,0,0,0,0,0,0,0,0,0
"Adam6",0,0,0.012712,0,0,0,0,0,0,0,0,0.013329
"Adam7",0,0.050719,0,0,0,0,0,0,0.027567,0,0.01416,0
"Adam9",13.700104,18.511356,19.38014,11.308103,12.591739,12.050565,15.556427,13.771812,13.103922,13.591655,12.431921,11.657679
"Adamdec1",0.59925,1.306083,1.375546,0.290285,0.857096,0.899122,2.161774,2.292303,2.468338,1.400923,0.320227,1.619502
"Adamts1",6.678802,6.73793,10.27364,9.827769,12.754099,9.850332,4.795535,3.009767,4.199122,3.751696,5.288115,7.155084
"Adamts10",2.720829,4.464335,3.583478,1.552897,3.24303,3.020743,2.807076,2.772474,2.393224,2.583876,3.089316,2.413723
"Adamts12",2.123924,2.51469,2.81497,1.521974,1.4041,1.520769,2.322161,1.610749,1.752973,1.40582,1.174248,1.173363
"Adamts14",0.228568,0.377886,0.38616,0.122507,0.256205,0.210714,0.23628,0.22842,0.071231,0.345455,0.166318,0.153429
"Adamts15",0.152827,0.363456,0.515643,0.328065,0.098328,0.120843,0.092742,0.069908,0.042159,0.081184,0.139686,0.194303
"Adamts18",0,0,0,0,0,0,0,0,0,0,0,0
"Adamts19",0.108276,0.143885,0.07922,0.12293,0.085757,0.044851,0.03986,0.026501,0.073362,0.065683,0.049117,0.042482
"Adamts2",1.216452,6.482998,5.449382,1.60453,0.944914,0.951359,2.402556,0.951827,1.151295,0.817911,0.778883,1.195812
"Adamts3",0.127667,0.397877,0.249387,0.098827,0.137496,0.140267,0.291691,0.094449,0.137613,0.127814,0.086227,0.081377
"Adamts4",0.688602,0.683104,2.041534,0.439392,0.362727,0.311365,0.263508,0.602002,0.69113,0.193943,0.104123,0.267065
"Adamts5",0.420544,0.983386,1.442021,0.530421,0.533095,1.683545,0.52518,0.308113,0.452581,0.523973,0.243319,0.890056
"Adamts7",2.360962,2.025382,2.343124,2.451155,2.880745,2.711653,2.193869,1.08428,2.077469,1.331345,3.308002,2.964145
"Adamts9",0.779649,1.086437,2.549757,0.884413,0.686278,0.684724,0.748792,0.842004,0.947908,0.699775,0.659754,0.646094
"Adamtsl3",0.3189,0.71041,0.555325,0.352922,0.441577,0.598644,0.538216,0.406966,0.233526,0.276629,0.308462,0.572581
"Adamtsl4",12.071675,8.169807,7.493726,8.343699,4.109551,6.33433,6.413267,6.848862,6.64943,6.27574,5.724617,4.286452
"Adamtsl5",0.211597,0.207934,0.465729,0.25577,0.229724,0.302459,0.291679,0.252615,0.128627,0.348545,0.397138,0.252787
"Adap1",0.150904,0.548305,0.753816,0.12828,0.177779,0.192953,0.289823,0.197088,0.149726,0.244521,0.197172,0.220393
"Adap2",7.450366,9.468232,6.071994,7.053931,10.120151,9.906991,7.675327,9.476516,9.376694,11.643927,10.608557,13.686058
"Adar",9.057018,13.106584,15.229925,12.167706,8.270762,10.629692,11.694201,13.210442,11.612825,11.559072,11.340989,12.287754
"Adarb1",2.51883626094381,2.63345828469419,3.52272251195281,1.68087856240298,2.25982516733934,2.44309623828004,2.14241735796337,1.93668217603229,2.2384206696678,1.73855147252406,1.83129042207389,2.26467541415709
"Adarb2",0,0,0,0,0,0,0,0,0,0,0,0
"Adat1",0.782323,0.833469,0.976414,0.913112,0.934048,0.948152,0.711005,1.003314,0.939445,0.708557,0.679752,0.794286
"Adat2",0.38586,1.030482,1.226902,0.537248,0.910504,0.727736,0.640603,0.610735,0.420039,0.440881,0.307648,0.757909
"Adat3",0.881807,1.392422,2.242596,0.874424,1.240686,1.357429,0.798746,1.004866,0.847799,1.035198,1.725743,1.273801
"Adck1",1.485448,1.934155,1.797405,1.515397,1.746704,2.019331,1.279265,1.933621,1.586025,1.388705,1.588833,1.976229
"Adck2",4.790215,6.898091,6.349985,4.259201,6.297691,6.068975,5.321239,4.912819,5.218297,5.122588,5.682446,5.55007
"Adck3",73.830048,83.785591,47.790646,93.975189,68.06472,68.909752,106.550613,139.954941,131.783325,79.098869,50.578045,76.349289
"Adck4",2.886369,4.640833,7.19776,2.899547,4.012836,2.988368,3.298563,3.18961,2.824633,3.387438,3.672501,3.300403
"Adck5",11.746638,14.833138,8.620227,15.54012,10.868617,10.590784,7.301587,12.023585,12.205192,10.420444,7.925212,10.741675
"Adcy1",8.126709,4.53892,4.936911,4.83791,25.62258,22.279875,5.337162,9.433129,7.803368,4.907951,1.622714,7.818499
"Adcy10",3.175667,2.238996,0.912045,0.316593,1.682592,1.541111,0.108806,0.190655,0.124069,0.292525,1.089042,0.468622
"Adcy2",0.014875,0.354586,0.150187,0.070424,0.104731,0.010256,0.040188,0.008337,0.020517,0.059965,0.028201,0.051891
"Adcy3",0.746078,1.063153,1.185403,0.565838,0.882596,1.126162,0.968426,0.541713,0.648087,0.744177,1.177473,0.91305
"Adcy4",1.721218,1.664137,2.268209,1.222237,1.869309,1.82069,1.767339,1.61405,1.701992,2.065728,1.226474,1.41119
"Adcy5",1.853302,2.022649,2.56116,1.858777,1.655316,1.869121,2.111808,1.741241,1.688182,2.079079,1.931409,2.066156
"Adcy6",9.22965213042749,11.1347999232188,12.9111238839899,8.35312372908634,9.35215054132439,9.30794682363789,8.29493355456831,6.15411006554904,7.2798592217938,8.40441429036044,9.51169276915339,8.09000233964795
"Adcy7",0.553781,1.191901,1.401292,0.392929,0.544281,0.553251,0.527964,0.595248,0.682499,0.423223,0.524589,0.695808
"Adcy8",0,0.007398,0.026148,0,0,0,0,0,0,0,0.007849,0
"Adcyap1",0,0,0.018553,0,0,0,0.031957,0.026577,0,0,0,0
"Adcyap1r1",2.36837215121344,1.61295378780336,0.98023773988799,1.38888380211574,1.7407334979776,2.17175898397635,3.34668422028625,0.678507206596142,1.4119878948351,1.07182691350342,0.971671841941506,0.793250907902925
"Add1",25.028511,28.580786,33.25309,18.33313,32.417965,27.478127,20.996986,16.700583,20.366232,21.559624,28.563711,23.179457
"Add2",0.190540414768461,0.0842724991239049,0.325016085356696,1.10307849536921,0.102213387484355,0.170472513642053,0.234796531914894,0.243384476846058,0.553466498372966,0.0907475541927409,0.0902428025031289,0.11898800350438
"Add3",5.13525824275796,7.73959690423749,8.45716190208283,3.50170934282978,4.26535520181949,4.34084650251377,4.67714146253292,3.47099986234139,2.60470960521906,3.06711713023701,3.5306256183864,4.55613699760594
"Adgrb2",0,0.013432,0.025107,0.006334,0.00747,0,0.007649,0.006696,0.007828,0,0,0
"Adgrb3",0,0,0.011423,0,0,0,0,0,0,0,0,0
"Adgre1",6.553984,3.922429,1.819039,7.785686,8.967839,7.209262,5.762323,6.499946,8.575031,6.744211,5.908318,8.596899
"Adgre5",6.379811,8.801959,9.997834,4.928528,6.277833,6.885117,6.71843,7.051054,8.341488,7.442425,6.443073,6.231805
"Adgrf3",0.404775,1.025209,0.900993,0.110033,0.159238,0.320149,0.23189,0.118697,0.227108,0.299931,0.410454,0.463063
"Adgrf5",26.145102,12.672938,14.694473,16.334549,22.035379,17.586006,13.609665,12.561151,13.200978,14.739375,14.389599,13.77859
"Adgrg1",0.180435,2.260562,3.161006,0.460066,0.195517,0.461725,0.925524,0.734865,0.645756,0.562612,0.334009,0.504279
"Adgrg2",0.039691,2.56290802083333,5.48339797395833,0.34208,0.042916,0.030858,0.356946,0.506162,0.753331723958333,0.106988,0.053354,0.32848
"Adgrg5",0.284344,0.357515,0.268089,0.213943,0.404035,0.519545,0.265553,0.326191,0.264402,0.43282,0.375765,0.256896
"Adgrg7",0,0.009331,0,0,0,0,0,0.0088075,0.021319,0,0,0
"Adgrl1",8.040061,10.749852,11.560201,10.401143,10.543054,8.769168,9.849605,9.27812,10.463506,9.498209,7.808422,11.204382
"Adgrl2",10.7312214762305,20.6896492177054,18.6638637157736,15.6133773411725,16.8974819759785,14.8194743452041,15.2191127277003,11.1997996951117,13.8542431698303,10.7223212865782,15.647961519066,20.4376252339997
"Adgrl3",1.35629,1.38167,1.557497,0.743486,1.32222,1.481976,1.022929,0.797808,0.816185,0.910017,0.929005,1.24587
"Adgrl4",4.027067,4.299526,5.256198,2.161066,4.197126,3.084001,3.207741,2.81924,2.255943,2.383853,2.302928,3.644523
"Adh1",1351.039185,872.799561,854.756287,525.799072,1234.395386,1346.093018,1098.349976,775.192932,1130.091675,657.896851,762.797668,742.72998
"Adh4",131.167908,45.943985,39.086521,64.950699,159.203003,146.94397,51.815701,47.037491,48.548546,69.927109,129.326218,85.870499
"Adh5",90.315163,71.154152,62.104095,55.831818,87.497177,99.760292,69.034142,72.693932,73.589294,67.198601,90.744339,67.341194
"Adh6",100.705338,58.292809,29.833328,98.214035,34.264805,39.702145,27.068611,36.198853,47.463421,41.29002,43.06229,37.954105
"Adh6a",0.032724,0.056172,0.130475,0,0.030825,0.029355,0.01873,0.02763,0,0.019558,0,0.034618
"Adh7",28.229166,11.981012,10.004684,7.020516,12.114913,8.738075,17.530581,13.721034,14.1832,7.545051,5.603886,8.255488
"Adhfe1",123.508026,64.394981,51.435982,78.617554,96.138901,94.84581,71.205719,63.995842,76.208778,99.572639,104.352898,89.477859
"Adi1",83.894554,85.260124,76.629868,75.737038,70.427299,70.848839,79.270134,81.446022,70.024384,72.158516,65.831398,67.285034
"Adipoq",0,0,1.324635,0,0,0,0,0,0,0,0,0.021335
"Adipor1",38.190754,46.467468,43.237411,38.869549,42.987183,35.735893,40.750336,37.185238,37.819466,38.154015,37.245808,38.253143
"Adipor2",67.506371,59.71315,54.460884,53.07,54.668499,60.780151,64.096573,79.955132,69.977448,57.314243,48.980213,60.903099
"Adk",216.526871,162.196716,158.819977,152.156158,214.890244,197.854919,140.308167,131.528091,138.528503,151.099289,176.382278,191.136398
"Adm",0.78855,1.44387,1.759896,0.9339,0.536198,0.979536,0.860033,1.349878,0.618201,0.699882,0.700938,0.451568
"Adm2",0.420835,0.84592,2.956071,0.264945,0.036413,0.256754,0.081742,0.652667,0.305238,0.037171,0.140788,0
"Adnp",22.103266,21.933348,21.799517,16.516304,17.601728,17.795559,19.919382,16.822672,17.105309,14.881775,15.202033,19.51516
"Adnp2",2.986957,3.829909,3.497047,2.488764,3.134368,2.789013,3.222085,3.062358,3.012612,3.007731,2.769741,3.753107
"Ado",3.22169,3.77585,5.196459,2.860062,3.632313,3.277562,2.884047,2.707441,2.382949,3.225414,3.103124,3.10572
"Adora1",3.181992,15.853672,13.982502,2.557847,4.107477,3.290496,5.766141,5.121222,6.445611,2.840102,5.566798,4.252013
"Adora2a",1.724178,2.800939,4.165692,1.952061,1.762695,2.080341,2.433376,2.107527,2.213592,2.190154,1.551687,1.932663
"Adora2b",0.143925,0.336113,0.422955,0.172085,0.286444,0.280754,0.323102,0.233932,0.250761,0.166391,0.299588,1.569451
"Adora3",0.693226730578512,0.0830231702479339,0,0.419824224793388,0.643259840495868,0.702516644628099,0.074339947107438,0.658430737190083,0.622391682644628,0.561756161983471,0.566943282644628,0.633463397520661
"Adpgk",6.399155,6.998014,8.396886,5.801618,6.206259,5.924176,5.106438,5.146506,5.039346,5.970674,5.420475,5.517932
"Adprh",4.169849,6.140251,5.684678,4.831037,4.98957,4.359728,4.01586,3.675897,3.395728,4.340791,3.991364,4.003994
"Adprhl1",0.025671,0.022033,0.142127,0.058415,0.036646,0,0.018565,0.15436,0.049041,0.072663,0.044796,0.123758
"Adprhl2",4.856613,8.536601,9.861113,6.807693,4.646338,5.032537,5.827381,6.21128,5.624081,6.271158,5.552021,6.968252
"Adprm",7.711118,12.51787,15.506845,7.482976,8.777663,8.617339,9.463953,9.577872,9.169354,6.751716,8.24119,9.281282
"Adra1a",0,0,0.022148,0,0,0.036115,0,0,0,0.053414,0.025289,0
"Adra1b",14.352941,14.771955,11.912357,11.909214,17.450682,17.238066,18.261621,18.083332,16.479479,15.358291,13.833316,12.713305
"Adra1d",0,0.011551,0.096588,0.010749,0,0,0,0,0.005843,0,0,0
"Adra2a",0.014348,0.020052,0.207949,0.067631,0.026543,0.050639,0.014375,0.023911,0,0.013616,0.01285,0.0472
"Adra2b",2.323148,7.519735,5.776722,1.703199,2.349927,2.841136,4.067675,3.394415,2.177078,2.785188,2.284443,2.605371
"Adra2c",0,0.018645,0,0.037119,0,0.020879,0,0,0,0,0,0.019461
"Adrb1",0.283751,0.489506,0.274507,0.581632,1.106035,0.939359,0.34412,0.361007,0.497368,0.458236,0.241521,0.255167
"Adrb2",1.054198,1.713067,1.031583,1.260819,1.148943,1.169458,1.023752,1.06374,1.352222,1.053661,1.341438,1.077597
"Adrb3",0,0,0.014595,0,0,0,0,0,0,0,0,0
"Adrbk1",8.747863,11.954297,14.788898,9.782839,11.096748,8.747224,9.253121,9.522409,9.280265,9.380926,9.011626,9.829393
"Adrbk2",0.519978,0.809218,0.91831,0.567111,0.801064,0.622139,0.634409,0.674355,0.968389,0.606727,0.438776,0.770561
"Adrm1",26.760111,39.415405,46.096436,36.204433,27.54026,27.332056,26.238373,27.480753,29.594469,29.1182,28.861809,32.04578
"Adsl",8.986755,10.738795,13.406606,8.494537,10.415093,10.056623,4.638716,6.212438,5.347787,9.210504,4.995155,9.456506
"Adss",36.271172,40.37904,47.362053,25.413912,27.159805,29.894213,47.307899,39.588299,47.234776,36.535194,30.62274,31.278118
"Adtrp",338.251617,269.552979,236.382751,203.884003,181.928696,201.352905,200.736923,211.895721,187.05545,183.262253,210.394928,212.17337
"Aebp1",3.401529,10.1016,12.370821,3.646423,2.780983,2.130971,3.688174,2.332321,1.694331,1.760266,1.924406,2.330187
"Aebp2",6.772722,9.469666,9.589764,6.743446,6.400988,6.424229,8.168742,6.723608,6.925329,6.031587,5.397515,5.157832
"Aen",7.587292,9.966773,15.280304,8.045095,6.885811,7.329217,9.228394,12.622882,10.547821,12.244488,9.474119,11.689684
"Aes",66.037849,88.354538,85.06237,80.735542,89.357147,71.964622,86.853416,83.800705,83.490807,75.336967,67.50425,80.318771
"Afap1",0.427753,0.80775,1.146863,0.463634,0.22551,0.315103,0.320733,0.388472,0.394936,0.355803,0.499831,0.321723
"Afap1l1",2.297878,2.557612,2.420302,1.77282,2.908066,2.997528,2.039021,2.158315,2.424521,2.207654,1.874639,2.299094
"Afap1l2",0.545022,1.217376,1.71976,0.502643,0.488229,0.660597,1.084015,1.006105,0.823171,0.874462,0.759235,0.804344
"Aff1",11.75203,10.224159,9.51654,13.225513,15.368478,10.957438,8.880496,10.679431,10.294347,11.101962,9.183752,12.038614
"Aff3",0.513317,0.761928,0.653257,0.43245,0.529245,0.593653,0.49282,0.364794,0.452549,0.489002,0.522736,0.375468
"Aff4",12.821477,12.835544,13.089942,8.904044,11.686823,11.118906,9.78682,8.990871,8.964021,9.255393,9.906941,11.214406
"Afg3l1",10.766581,14.713257,14.775123,10.461389,12.965683,12.381666,12.331949,9.893052,11.952245,12.717661,11.439146,11.055602
"Afg3l2",21.20554,19.85767,23.59199,16.548428,15.715751,15.782002,14.921925,15.230553,15.952165,14.818084,15.006826,16.903242
"Afm",458.580841,126.73793,119.179543,350.128876,387.860168,350.444641,170.892288,210.461334,276.008331,386.453186,448.479706,405.467468
"Afmid",50.810585,27.111788,28.569746,26.074837,89.326546,83.289833,21.836834,33.890701,50.898228,41.875702,47.351528,34.250397
"Afp",5.98436,7.160214,5.263105,4.882679,7.098954,6.846641,4.963241,6.390429,6.456821,6.204509,7.671303,6.83743
"Aftph",13.590014,15.272177,16.116978,9.445464,11.774142,12.221181,11.551335,10.274067,10.267148,10.253423,11.925898,12.119213
"Aga",23.653685,25.644983,22.817122,13.769176,18.720047,16.494547,19.443661,19.838228,16.951593,16.898659,20.145174,20.488781
"Agap1",4.037308,4.361395,5.06036,2.850271,3.441771,3.192897,2.844217,2.765943,2.850387,2.649728,2.724125,2.954375
"Agap2",0.380247,0.640281,0.583678,0.363175,0.431133,0.242402,0.386788,0.298031,0.360249,0.393652,0.490345,0.65639
"Agap3",2.648489,4.115185,4.015597,2.485181,3.096709,3.283376,4.4666,5.266419,5.019686,2.843752,2.655044,2.74746
"Agbl4",0,0,0,0,0,0,0,0,0,0,0,0
"Agbl5",0.840769,1.083454,1.146187,0.631794,0.861332,0.995427,0.87264,0.807242,0.843011,0.60645,1.066757,1.085643
"Ager",0.249591,0.391709,0.456751,0.133483,0.114894,0.218964,0.238224,0.349907,0.206265,0.288477,0.185083,0.141863
"Agfg1",8.01184,9.606904,12.633983,6.066743,7.355635,7.233544,7.275396,7.02836,6.29885,6.692042,7.206411,8.34936
"Agfg2",13.7124,12.097777,9.679117,16.291067,15.165107,12.02826,14.112033,11.512946,12.220283,10.597201,11.727151,9.570376
"Agk",2.755178,3.931073,4.871531,2.469107,3.159558,2.284086,3.016268,3.165095,3.015825,2.669824,2.767199,2.765703
"Agl",13.164053,11.864657,9.054215,10.803748,13.705746,11.027496,12.736217,15.368015,11.80811,13.229755,10.164335,13.033035
"Agmat",35.632935,35.650017,33.092018,50.738319,43.750237,40.257038,34.698685,36.704422,32.993687,39.224434,41.272011,47.127548
"Agmo",171.539093,87.707207,105.622078,71.482399,118.04628,106.41468,85.062996,85.275551,79.6213,112.462425,133.162369,125.709335
"Ago1",3.827019,5.8641,5.836435,4.785096,5.041032,4.698478,5.401215,4.229141,4.459761,4.193911,3.797587,4.06045
"Ago2",4.869179,7.016296,9.961135,5.73911,4.642435,4.16746,4.493021,4.211134,4.737169,5.054819,3.313311,5.130731
"Ago3",2.236943,2.24231,2.341295,1.363603,2.139971,2.194108,1.803544,1.644895,1.738234,1.852529,1.975744,1.995966
"Ago4",3.19128,2.906808,2.474101,1.475336,3.598113,3.103265,2.075634,1.252631,1.608586,1.844291,1.997295,1.940222
"Agpat1",2.202791,3.335602,4.740931,1.978406,3.07239,2.7731,1.979223,2.173878,2.178067,2.813894,2.481687,2.235134
"Agpat2",49.738091,53.791534,49.076523,52.191952,25.469296,29.647947,39.352394,43.341751,38.548359,21.99111,24.318729,36.114315
"Agpat3",5.244357,27.375559,17.786713,11.208832,7.475156,7.55872,8.165233,12.097151,8.193084,6.69424,6.52655,8.40147
"Agpat4",0.764662,2.091283,1.988766,0.663123,1.025761,1.113686,1.167837,0.875407,0.82159,1.036994,0.566272,0.842091
"Agpat5",3.915305,4.832336,5.144966,2.869789,3.160522,3.39369,2.413033,3.417793,2.851717,2.836898,3.76961,3.509178
"Agpat6",27.243343,19.285984,22.564619,18.906631,25.157114,24.334173,17.995777,14.224355,14.811488,25.674318,26.188129,24.64319
